P_ID,PName,Category,Specs1,Price
PD_21008259,Year,Books,get,449.73
PD_21008260,Imagine,Fitness,choice,364.28
PD_21008261,Rather,Electronics,scene,254.35
PD_21008262,Eat,Fashion,produce,487.79
PD_21008263,Radio,Electronics,serve,473.52
PD_21008264,Face,Fitness,mother,409.93
PD_21008265,Help,Fashion,plan,484.62
PD_21008266,Available,Fashion,result,281.23
PD_21008267,Wrong,Home Appliance,court,99.0
PD_21008268,Medical,Home Appliance,team,450.83
PD_21008269,Something,Fashion,sound,225.07
PD_21008270,Home,Fashion,mind,332.26
PD_21008271,Or,Fitness,memory,429.63
PD_21008272,Board,Books,top,400.28
PD_21008273,Second,Home Appliance,do,446.5
PD_21008274,Summer,Fitness,whose,161.04
PD_21008275,Decision,Fashion,hour,267.57
PD_21008276,Free,Home Appliance,past,177.27
PD_21008277,Agreement,Home Appliance,especially,303.55
PD_21008278,Most,Home Appliance,worker,478.41
PD_21008279,Artist,Electronics,lot,49.94
PD_21008280,He,Electronics,administration,216.07
PD_21008281,Very,Fitness,ball,69.03
PD_21008282,Girl,Home Appliance,writer,215.61
PD_21008283,Down,Fitness,exist,305.61
PD_21008284,Student,Books,election,29.81
PD_21008285,Start,Home Appliance,gun,43.55
PD_21008286,Treat,Home Appliance,between,151.29
PD_21008287,Future,Fitness,among,404.5
PD_21008288,Your,Books,room,402.15
PD_21008289,Outside,Home Appliance,voice,234.2
PD_21008290,Deal,Electronics,everybody,130.51
PD_21008291,Per,Books,old,117.46
PD_21008292,Claim,Books,pull,88.99
PD_21008293,Those,Books,year,39.29
PD_21008294,Discuss,Fitness,investment,323.35
PD_21008295,Guess,Fitness,contain,150.3
PD_21008296,Phone,Electronics,involve,76.11
PD_21008297,Majority,Books,not,366.64
PD_21008298,Exist,Fashion,edge,279.91
PD_21008299,Have,Electronics,international,362.47
PD_21008300,Say,Fitness,there,40.75
PD_21008301,Professor,Home Appliance,tend,84.95
PD_21008302,Operation,Books,wear,76.71
PD_21008303,Fast,Fitness,which,270.88
PD_21008304,For,Home Appliance,range,217.21
PD_21008305,Store,Fitness,check,490.14
PD_21008306,Maintain,Fitness,effect,382.96
PD_21008307,Range,Home Appliance,many,422.16
PD_21008308,Position,Home Appliance,should,470.98
PD_21008309,Smile,Fitness,role,247.45
PD_21008310,Front,Books,least,308.46
PD_21008311,Recently,Fashion,discussion,491.58
PD_21008312,Throw,Electronics,fight,345.7
PD_21008313,Resource,Fitness,rest,473.98
PD_21008314,Put,Fashion,win,30.07
PD_21008315,Door,Fitness,teacher,480.37
PD_21008316,Our,Fitness,believe,399.64
PD_21008317,Use,Home Appliance,property,490.76
PD_21008318,Lawyer,Fitness,anything,61.08
PD_21008319,Pattern,Books,new,382.97
PD_21008320,Remember,Fashion,something,81.11
PD_21008321,Occur,Books,article,485.53
PD_21008322,Approach,Fitness,chair,54.4
PD_21008323,Think,Home Appliance,early,412.03
PD_21008324,Idea,Fitness,strong,338.44
PD_21008325,Not,Fitness,might,191.43
PD_21008326,Anyone,Fitness,certainly,32.8
PD_21008327,Room,Fitness,example,210.02
PD_21008328,Task,Electronics,sound,114.63
PD_21008329,Specific,Home Appliance,fill,309.33
PD_21008330,Study,Fitness,industry,184.93
PD_21008331,That,Fitness,real,220.39
PD_21008332,Side,Books,see,192.86
PD_21008333,Pass,Electronics,thing,37.8
PD_21008334,Cost,Fitness,ahead,213.02
PD_21008335,Professional,Books,daughter,439.9
PD_21008336,Each,Home Appliance,week,287.31
PD_21008337,Production,Fashion,so,163.02
PD_21008338,Worry,Fitness,cost,125.88
PD_21008339,Improve,Fashion,beautiful,219.45
PD_21008340,Nice,Books,mean,226.9
PD_21008341,Reduce,Home Appliance,majority,424.95
PD_21008342,Statement,Fashion,trial,434.97
PD_21008343,Court,Fitness,people,458.62
PD_21008344,Soldier,Books,both,430.79
PD_21008345,National,Home Appliance,else,327.19
PD_21008346,Tree,Books,where,403.44
PD_21008347,Poor,Fashion,book,248.89
PD_21008348,Arm,Home Appliance,strong,404.26
PD_21008349,Door,Books,fall,365.92
PD_21008350,Perform,Books,season,382.81
PD_21008351,Thank,Home Appliance,lose,60.02
PD_21008352,Cut,Books,part,448.75
PD_21008353,Miss,Books,each,454.51
PD_21008354,Black,Fashion,occur,202.37
PD_21008355,With,Electronics,source,42.7
PD_21008356,Work,Electronics,success,296.15
PD_21008357,Yes,Fashion,series,112.26
PD_21008358,Join,Electronics,subject,124.02
PD_21008359,Of,Fitness,pressure,399.92
PD_21008360,Build,Books,whom,426.0
PD_21008361,College,Fashion,future,451.57
PD_21008362,Save,Electronics,money,129.3
PD_21008363,Military,Fashion,huge,136.79
PD_21008364,Piece,Electronics,senior,96.84
PD_21008365,Couple,Fitness,people,262.03
PD_21008366,Over,Electronics,then,339.63
PD_21008367,Player,Fashion,take,330.27
PD_21008368,Gun,Fitness,rather,235.79
PD_21008369,Black,Fitness,soldier,299.87
PD_21008370,Democratic,Books,move,269.08
PD_21008371,Worry,Books,even,100.16
PD_21008372,Not,Home Appliance,us,283.86
PD_21008373,Act,Fitness,billion,304.32
PD_21008374,Fish,Fashion,office,473.62
PD_21008375,Car,Fitness,put,345.83
PD_21008376,Result,Electronics,purpose,338.73
PD_21008377,Southern,Books,the,118.59
PD_21008378,Act,Fashion,a,33.55
PD_21008379,War,Home Appliance,southern,366.65
PD_21008380,Go,Books,thousand,203.19
PD_21008381,Fight,Fitness,produce,157.56
PD_21008382,Family,Electronics,west,190.45
PD_21008383,Father,Home Appliance,possible,308.75
PD_21008384,Never,Fitness,father,100.5
PD_21008385,During,Fitness,little,356.82
PD_21008386,Hour,Electronics,win,421.04
PD_21008387,Edge,Books,long,356.52
PD_21008388,Human,Electronics,you,300.58
PD_21008389,Stage,Electronics,camera,221.69
PD_21008390,Nothing,Fashion,ability,436.6
PD_21008391,Surface,Fashion,who,111.42
PD_21008392,Decade,Books,hand,76.93
PD_21008393,World,Electronics,our,288.02
PD_21008394,Anything,Home Appliance,red,366.02
PD_21008395,Reality,Books,necessary,467.44
PD_21008396,Maintain,Fitness,begin,220.45
PD_21008397,Can,Fashion,without,496.56
PD_21008398,Worry,Books,perhaps,192.81
PD_21008399,Land,Books,relationship,17.74
PD_21008400,Your,Fitness,during,237.95
PD_21008401,Coach,Fashion,per,189.55
PD_21008402,Interesting,Fashion,us,460.92
PD_21008403,Everyone,Electronics,finish,72.81
PD_21008404,Discover,Fashion,difficult,25.86
PD_21008405,Rather,Fashion,thousand,80.49
PD_21008406,Drop,Electronics,later,151.47
PD_21008407,Down,Fitness,especially,30.29
PD_21008408,Its,Fitness,table,439.97
PD_21008409,Each,Books,probably,370.06
PD_21008410,Over,Fashion,from,446.29
PD_21008411,Away,Electronics,bring,389.48
PD_21008412,Open,Home Appliance,hard,295.93
PD_21008413,Memory,Electronics,value,207.52
PD_21008414,Energy,Fitness,gas,238.51
PD_21008415,Risk,Fitness,home,291.84
PD_21008416,International,Fitness,such,306.26
PD_21008417,Better,Home Appliance,member,316.58
PD_21008418,Good,Fitness,wind,190.07
PD_21008419,Mouth,Fashion,product,470.05
PD_21008420,Care,Fitness,at,10.13
PD_21008421,Six,Fitness,miss,397.14
PD_21008422,Look,Fitness,economy,172.6
PD_21008423,Answer,Books,policy,429.6
PD_21008424,Argue,Fashion,among,246.59
PD_21008425,Society,Home Appliance,career,302.02
PD_21008426,Dinner,Books,economy,382.99
PD_21008427,People,Books,degree,248.54
PD_21008428,Law,Fashion,thing,324.25
PD_21008429,Character,Electronics,unit,322.76
PD_21008430,Charge,Books,may,470.76
PD_21008431,Break,Home Appliance,environment,404.59
PD_21008432,Road,Fashion,where,468.28
PD_21008433,Language,Home Appliance,force,215.93
PD_21008434,Speak,Books,enjoy,193.99
PD_21008435,Total,Books,take,53.11
PD_21008436,Drug,Electronics,politics,303.29
PD_21008437,Court,Books,show,69.98
PD_21008438,Minute,Fashion,chance,479.86
PD_21008439,Month,Home Appliance,follow,209.91
PD_21008440,Thing,Fitness,son,94.37
PD_21008441,Dog,Books,head,440.3
PD_21008442,Within,Fitness,owner,334.57
PD_21008443,Cut,Home Appliance,position,271.3
PD_21008444,Best,Books,concern,461.46
PD_21008445,You,Books,participant,144.63
PD_21008446,Someone,Home Appliance,stand,160.9
PD_21008447,Technology,Home Appliance,approach,387.12
PD_21008448,Wonder,Fashion,direction,357.04
PD_21008449,Agent,Books,party,274.9
PD_21008450,Participant,Fashion,significant,27.57
PD_21008451,Lead,Books,inside,166.55
PD_21008452,Knowledge,Fitness,happy,104.8
PD_21008453,Through,Fitness,soon,185.26
PD_21008454,Issue,Electronics,challenge,126.44
PD_21008455,Scientist,Electronics,term,365.63
PD_21008456,International,Fitness,in,27.08
PD_21008457,Us,Home Appliance,course,484.8
PD_21008458,Spend,Home Appliance,instead,346.79
PD_21008459,Benefit,Books,although,142.42
PD_21008460,Unit,Books,professional,353.79
PD_21008461,Hand,Fitness,able,446.41
PD_21008462,Girl,Fitness,guy,200.01
PD_21008463,Focus,Fitness,few,343.65
PD_21008464,Local,Fitness,they,336.15
PD_21008465,Field,Fashion,more,181.51
PD_21008466,Treat,Home Appliance,difficult,465.68
PD_21008467,Write,Fashion,magazine,174.04
PD_21008468,Exactly,Fitness,together,279.26
PD_21008469,Product,Fitness,bill,157.92
PD_21008470,Media,Fashion,husband,428.07
PD_21008471,Article,Books,assume,446.64
PD_21008472,Without,Books,day,19.28
PD_21008473,Worry,Fashion,area,242.37
PD_21008474,Part,Fashion,price,271.16
PD_21008475,Follow,Electronics,research,136.71
PD_21008476,Know,Electronics,girl,318.25
PD_21008477,Face,Books,author,83.16
PD_21008478,Job,Books,away,52.05
PD_21008479,Difference,Fitness,inside,177.89
PD_21008480,Just,Fitness,hot,86.57
PD_21008481,Buy,Books,risk,18.01
PD_21008482,Fire,Home Appliance,entire,344.28
PD_21008483,Short,Electronics,after,342.3
PD_21008484,Information,Electronics,author,119.71
PD_21008485,Free,Electronics,admit,88.86
PD_21008486,Performance,Electronics,clearly,155.6
PD_21008487,Market,Home Appliance,few,65.26
PD_21008488,Very,Books,north,151.07
PD_21008489,Skill,Fitness,decade,493.83
PD_21008490,Since,Books,floor,119.74
PD_21008491,Future,Electronics,business,126.06
PD_21008492,Assume,Fashion,bit,26.15
PD_21008493,You,Books,especially,43.22
PD_21008494,I,Books,step,148.24
PD_21008495,Thank,Books,ok,121.37
PD_21008496,Group,Home Appliance,item,421.6
PD_21008497,Move,Home Appliance,choose,382.37
PD_21008498,Player,Fashion,best,37.25
PD_21008499,Property,Electronics,significant,447.16
PD_21008500,Action,Books,edge,372.49
PD_21008501,Security,Home Appliance,law,120.64
PD_21008502,Trip,Home Appliance,story,267.68
PD_21008503,Parent,Fitness,feeling,54.65
PD_21008504,Each,Fitness,let,105.54
PD_21008505,Growth,Fashion,good,177.18
PD_21008506,Reveal,Books,provide,396.1
PD_21008507,Popular,Home Appliance,drive,173.78
PD_21008508,Expect,Books,free,162.95
PD_21008509,May,Electronics,enter,347.28
PD_21008510,Lawyer,Home Appliance,half,308.25
PD_21008511,Team,Fashion,other,302.64
PD_21008512,Part,Fitness,shoulder,429.75
PD_21008513,Author,Fashion,we,432.79
PD_21008514,Foot,Home Appliance,how,205.2
PD_21008515,Green,Electronics,near,294.07
PD_21008516,When,Fashion,defense,207.25
PD_21008517,Prove,Fashion,let,454.3
PD_21008518,Happy,Fitness,similar,484.04
PD_21008519,Future,Fashion,such,239.57
PD_21008520,Sure,Electronics,fight,458.7
PD_21008521,Affect,Books,thus,175.13
PD_21008522,Officer,Fashion,myself,304.08
PD_21008523,Center,Fitness,single,453.15
PD_21008524,Need,Electronics,field,179.24
PD_21008525,East,Fashion,budget,180.96
PD_21008526,Other,Fashion,hear,366.05
PD_21008527,Central,Electronics,after,230.26
PD_21008528,There,Electronics,place,327.63
PD_21008529,Remain,Fitness,natural,133.99
PD_21008530,Officer,Fitness,not,28.95
PD_21008531,Account,Electronics,wife,106.0
PD_21008532,Cultural,Books,fish,243.05
PD_21008533,Design,Electronics,character,106.27
PD_21008534,Fine,Fitness,nice,106.69
PD_21008535,Girl,Electronics,key,406.03
PD_21008536,Measure,Fashion,office,228.55
PD_21008537,Middle,Books,ability,463.03
PD_21008538,Series,Fashion,indicate,46.46
PD_21008539,House,Books,church,130.58
PD_21008540,With,Home Appliance,left,272.27
PD_21008541,Car,Books,able,84.53
PD_21008542,Special,Fashion,item,352.1
PD_21008543,Mr,Electronics,rich,461.44
PD_21008544,Relate,Fashion,oil,431.01
PD_21008545,Before,Home Appliance,agent,330.85
PD_21008546,Order,Books,PM,46.3
PD_21008547,Indeed,Electronics,perhaps,88.15
PD_21008548,Run,Home Appliance,her,431.48
PD_21008549,Shoulder,Books,make,28.77
PD_21008550,Civil,Fitness,board,370.3
PD_21008551,Response,Fitness,simple,130.53
PD_21008552,Seven,Books,officer,360.95
PD_21008553,Fear,Fashion,art,376.51
PD_21008554,Season,Fashion,cut,243.96
PD_21008555,Clearly,Fitness,do,434.58
PD_21008556,Perhaps,Books,game,184.81
PD_21008557,That,Home Appliance,method,364.97
PD_21008558,Second,Electronics,international,342.94
PD_21008559,Marriage,Fashion,after,147.31
PD_21008560,Professor,Books,usually,41.31
PD_21008561,Interesting,Home Appliance,minute,472.3
PD_21008562,Skill,Electronics,long,78.11
PD_21008563,Ever,Home Appliance,stop,74.34
PD_21008564,Least,Books,stock,120.56
PD_21008565,Enter,Fashion,friend,155.77
PD_21008566,Also,Home Appliance,hour,169.49
PD_21008567,Opportunity,Fitness,great,85.49
PD_21008568,Just,Fashion,while,252.01
PD_21008569,Choose,Fitness,protect,190.62
PD_21008570,Represent,Books,wish,456.81
PD_21008571,Leave,Books,believe,282.81
PD_21008572,Decade,Electronics,huge,313.02
PD_21008573,Cause,Fashion,politics,211.77
PD_21008574,Its,Books,develop,355.97
PD_21008575,Instead,Home Appliance,same,330.11
PD_21008576,Several,Electronics,security,232.65
PD_21008577,Hit,Fashion,program,418.2
PD_21008578,South,Electronics,eat,181.38
PD_21008579,First,Home Appliance,loss,326.76
PD_21008580,Six,Fitness,necessary,237.06
PD_21008581,Toward,Books,already,396.61
PD_21008582,Himself,Home Appliance,view,152.78
PD_21008583,Walk,Fashion,adult,102.93
PD_21008584,Beautiful,Fashion,want,223.47
PD_21008585,Certain,Fitness,stage,114.17
PD_21008586,Fund,Fitness,among,367.17
PD_21008587,Best,Books,century,235.91
PD_21008588,Bill,Fitness,institution,126.28
PD_21008589,Green,Electronics,forward,330.97
PD_21008590,Political,Fashion,evidence,206.12
PD_21008591,Year,Books,onto,56.42
PD_21008592,Another,Fitness,move,409.4
PD_21008593,Teacher,Fitness,year,284.64
PD_21008594,Traditional,Books,job,225.44
PD_21008595,Wait,Fashion,account,458.58
PD_21008596,Tell,Fashion,indicate,425.21
PD_21008597,Government,Home Appliance,ball,150.37
PD_21008598,Happen,Fashion,site,436.63
PD_21008599,Land,Fitness,scene,290.84
PD_21008600,Statement,Books,grow,491.64
PD_21008601,Instead,Books,movement,323.12
PD_21008602,Discuss,Fashion,need,375.41
PD_21008603,Example,Fashion,street,359.8
PD_21008604,Fish,Fitness,stay,120.7
PD_21008605,Room,Fitness,long,406.72
PD_21008606,Role,Fitness,represent,96.0
PD_21008607,Onto,Electronics,in,145.27
PD_21008608,Play,Fitness,tonight,121.87
PD_21008609,Memory,Electronics,mention,58.72
PD_21008610,Many,Home Appliance,walk,27.43
PD_21008611,Of,Fitness,lose,53.25
PD_21008612,Woman,Electronics,own,453.82
PD_21008613,Left,Books,worker,79.73
PD_21008614,Change,Fitness,prove,439.48
PD_21008615,Travel,Home Appliance,your,179.13
PD_21008616,Probably,Fitness,baby,429.35
PD_21008617,Respond,Electronics,theory,226.16
PD_21008618,,Books,sort,449.74
PD_21008619,Claim,Books,work,474.53
PD_21008620,Represent,Fashion,nothing,115.62
PD_21008621,Occur,Fashion,money,452.77
PD_21008622,Interview,Electronics,interest,357.63
PD_21008623,To,Electronics,stage,313.79
PD_21008624,Quite,Books,street,107.58
PD_21008625,Practice,Fashion,gas,439.46
PD_21008626,Threat,Fitness,few,271.37
PD_21008627,Put,Home Appliance,hospital,298.33
PD_21008628,Heart,Home Appliance,audience,374.51
PD_21008629,Under,Home Appliance,but,293.16
PD_21008630,Seven,Electronics,less,480.4
PD_21008631,Cause,Electronics,personal,199.68
PD_21008632,That,Home Appliance,move,87.48
PD_21008633,Degree,Fashion,care,326.83
PD_21008634,West,Electronics,economic,28.79
PD_21008635,Of,Books,attack,486.46
PD_21008636,American,Electronics,smile,224.49
PD_21008637,Dark,Home Appliance,production,467.36
PD_21008638,Avoid,Home Appliance,customer,296.42
PD_21008639,Young,Home Appliance,true,457.61
PD_21008640,Science,Books,TV,43.25
PD_21008641,Adult,Home Appliance,organization,382.28
PD_21008642,Same,Fashion,century,30.49
PD_21008643,Happy,Electronics,guy,499.77
PD_21008644,Hot,Books,arm,300.92
PD_21008645,Agreement,Home Appliance,paper,350.72
PD_21008646,Community,Fitness,together,124.84
PD_21008647,People,Electronics,able,337.38
PD_21008648,Go,Fashion,change,367.34
PD_21008649,Present,Fashion,natural,245.95
PD_21008650,Popular,Fashion,reality,421.8
PD_21008651,Season,Home Appliance,artist,331.19
PD_21008652,Investment,Books,team,395.03
PD_21008653,Laugh,Home Appliance,per,338.93
PD_21008654,Short,Home Appliance,lead,287.28
PD_21008655,Most,Electronics,community,366.42
PD_21008656,Easy,Home Appliance,pay,363.86
PD_21008657,Land,Books,though,422.43
PD_21008658,Model,Home Appliance,among,282.12
PD_21008659,Trouble,Fashion,piece,397.76
PD_21008660,Loss,Electronics,young,59.17
PD_21008661,Value,Home Appliance,success,146.97
PD_21008662,Source,Electronics,very,464.64
PD_21008663,Claim,Books,practice,323.36
PD_21008664,Away,Home Appliance,deal,84.1
PD_21008665,Computer,Books,entire,60.88
PD_21008666,Soldier,Fashion,consider,472.46
PD_21008667,Identify,Fashion,learn,101.19
PD_21008668,If,Fitness,imagine,410.14
PD_21008669,Decade,Books,church,16.48
PD_21008670,Who,Books,our,485.74
PD_21008671,Indicate,Books,adult,167.45
PD_21008672,Example,Fitness,traditional,161.03
PD_21008673,Address,Fashion,image,293.48
PD_21008674,Goal,Books,throw,287.45
PD_21008675,Reflect,Fitness,song,469.91
PD_21008676,Great,Fitness,hospital,305.22
PD_21008677,Wide,Fashion,ago,146.88
PD_21008678,Five,Home Appliance,individual,345.22
PD_21008679,Section,Home Appliance,whose,26.64
PD_21008680,With,Books,especially,126.83
PD_21008681,Husband,Home Appliance,mean,144.68
PD_21008682,Force,Home Appliance,man,46.37
PD_21008683,Sound,Home Appliance,development,251.01
PD_21008684,Yeah,Fitness,them,298.3
PD_21008685,Their,Home Appliance,bit,119.11
PD_21008686,Hospital,Fitness,our,292.95
PD_21008687,Democratic,Books,mouth,223.29
PD_21008688,Movie,Books,method,327.66
PD_21008689,Computer,Fitness,service,143.3
PD_21008690,Respond,Home Appliance,project,350.78
PD_21008691,Daughter,Electronics,policy,263.67
PD_21008692,Mouth,Books,mouth,15.43
PD_21008693,Garden,Fashion,investment,409.32
PD_21008694,Soon,Home Appliance,entire,41.13
PD_21008695,Add,Books,doctor,191.46
PD_21008696,Morning,Fashion,he,33.43
PD_21008697,Pay,Home Appliance,appear,147.92
PD_21008698,Evening,Home Appliance,military,490.78
PD_21008699,Leave,Electronics,easy,309.49
PD_21008700,Four,Electronics,whom,489.54
PD_21008701,Read,Fitness,management,41.54
PD_21008702,His,Electronics,cause,390.04
PD_21008703,Sing,Fashion,paper,56.09
PD_21008704,Care,Fitness,common,28.43
PD_21008705,Hope,Books,grow,351.54
PD_21008706,Cost,Electronics,wait,225.17
PD_21008707,Base,Electronics,visit,381.26
PD_21008708,Whole,Books,about,336.86
PD_21008709,Collection,Home Appliance,foot,56.2
PD_21008710,Newspaper,Home Appliance,thousand,81.84
PD_21008711,Item,Home Appliance,address,269.52
PD_21008712,Public,Home Appliance,staff,23.46
PD_21008713,Also,Fashion,opportunity,381.03
PD_21008714,Order,Fashion,rather,399.08
PD_21008715,Various,Electronics,edge,407.33
PD_21008716,Sense,Electronics,evening,486.93
PD_21008717,Ten,Books,medical,12.75
PD_21008718,Firm,Fitness,eat,30.67
PD_21008719,Social,Fashion,can,294.78
PD_21008720,Short,Fitness,radio,26.6
PD_21008721,Try,Home Appliance,along,121.97
PD_21008722,Camera,Fashion,recognize,193.41
PD_21008723,Accept,Fitness,same,468.38
PD_21008724,Also,Books,ground,274.08
PD_21008725,Against,Home Appliance,none,497.14
PD_21008726,Large,Electronics,mention,246.97
PD_21008727,Current,Electronics,truth,280.37
PD_21008728,Change,Fashion,image,325.27
PD_21008729,History,Fitness,source,287.11
PD_21008730,Whether,Fitness,build,273.6
PD_21008731,Size,Electronics,husband,303.27
PD_21008732,Wind,Home Appliance,and,308.36
PD_21008733,Early,Fitness,us,362.87
PD_21008734,Current,Books,same,78.82
PD_21008735,Beautiful,Electronics,month,354.08
PD_21008736,Pm,Home Appliance,civil,342.17
PD_21008737,Learn,Home Appliance,hundred,355.75
PD_21008738,Type,Home Appliance,who,161.65
PD_21008739,Discussion,Fitness,pressure,441.37
PD_21008740,Chance,Home Appliance,source,213.07
PD_21008741,Painting,Home Appliance,moment,136.17
PD_21008742,Sometimes,Home Appliance,drive,302.1
PD_21008743,Stay,Fashion,see,17.91
PD_21008744,Performance,Fitness,specific,85.59
PD_21008745,National,Electronics,environmental,388.41
PD_21008746,Owner,Fitness,modern,201.06
PD_21008747,Prove,Fitness,religious,351.54
PD_21008748,Minute,Fashion,leader,375.52
PD_21008749,More,Electronics,strong,235.06
PD_21008750,Whole,Fitness,one,482.87
PD_21008751,Customer,Fashion,dinner,148.24
PD_21008752,Member,Home Appliance,mention,308.52
PD_21008753,Must,Electronics,Republican,444.27
PD_21008754,Build,Electronics,always,380.6
PD_21008755,Same,Fitness,be,429.28
PD_21008756,Behavior,Fashion,many,271.78
PD_21008757,Or,Fitness,guess,36.48
PD_21008758,Mrs,Fashion,hope,328.88
PD_21008759,Policy,Books,goal,403.34
PD_21008760,Quickly,Electronics,significant,55.01
PD_21008761,Close,Home Appliance,safe,145.39
PD_21008762,Site,Electronics,across,10.45
PD_21008763,Suddenly,Electronics,central,11.56
PD_21008764,Television,Fashion,site,491.73
PD_21008765,Grow,Electronics,yard,44.09
PD_21008766,Listen,Fitness,traditional,192.05
PD_21008767,Space,Electronics,adult,471.83
PD_21008768,Power,Fitness,teach,423.89
PD_21008769,Realize,Home Appliance,ever,305.4
PD_21008770,Arrive,Fashion,across,365.71
PD_21008771,Address,Fashion,fire,185.54
PD_21008772,Two,Home Appliance,official,133.34
PD_21008773,Among,Books,hold,217.93
PD_21008774,Article,Fitness,second,55.77
PD_21008775,World,Books,service,100.93
PD_21008776,Answer,Home Appliance,trade,483.86
PD_21008777,Smile,Books,star,477.43
PD_21008778,Will,Home Appliance,morning,207.55
PD_21008779,Recognize,Books,others,33.31
PD_21008780,Country,Fashion,low,161.19
PD_21008781,Value,Electronics,goal,232.92
PD_21008782,Central,Books,agency,393.24
PD_21008783,Thought,Fashion,machine,325.98
PD_21008784,Early,Home Appliance,place,475.27
PD_21008785,Might,Home Appliance,effect,420.97
PD_21008786,Shake,Books,brother,58.81
PD_21008787,Interview,Home Appliance,third,432.32
PD_21008788,Coach,Electronics,series,125.77
PD_21008789,Avoid,Electronics,dog,133.13
PD_21008790,Brother,Fashion,be,170.1
PD_21008791,Edge,Books,government,216.3
PD_21008792,Level,Fitness,sign,337.44
PD_21008793,Without,Fitness,full,472.49
PD_21008794,Measure,Fashion,around,92.45
PD_21008795,Person,Fashion,difference,378.73
PD_21008796,Perhaps,Fitness,his,130.28
PD_21008797,Here,Electronics,test,192.11
PD_21008798,Image,Electronics,discuss,45.03
PD_21008799,Organization,Books,marriage,238.64
PD_21008800,Day,Books,research,465.71
PD_21008801,Fact,Fitness,hit,51.87
PD_21008802,Way,Fashion,including,256.41
PD_21008803,Trouble,Electronics,mother,410.34
PD_21008804,On,Home Appliance,generation,63.26
PD_21008805,Increase,Electronics,street,116.25
PD_21008806,Day,Fitness,these,413.37
PD_21008807,Chance,Home Appliance,place,237.96
PD_21008808,Attention,Fitness,throughout,468.12
PD_21008809,Democratic,Fitness,success,496.18
PD_21008810,Thousand,Electronics,sister,81.1
PD_21008811,Image,Home Appliance,official,437.16
PD_21008812,Book,Books,night,59.35
PD_21008813,Serious,Fitness,response,146.22
PD_21008814,Type,Fashion,him,42.63
PD_21008815,Quite,Fashion,past,184.54
PD_21008816,Such,Books,decade,372.01
PD_21008817,If,Fashion,various,287.47
PD_21008818,Few,Fitness,system,485.08
PD_21008819,Pay,Fashion,his,407.84
PD_21008820,Morning,Books,wear,163.42
PD_21008821,Fast,Books,girl,26.38
PD_21008822,Consider,Electronics,hard,210.86
PD_21008823,School,Fashion,central,303.37
PD_21008824,Person,Fashion,determine,407.98
PD_21008825,State,Electronics,up,21.48
PD_21008826,From,Home Appliance,alone,314.37
PD_21008827,Team,Books,experience,58.54
PD_21008828,Something,Home Appliance,believe,120.01
PD_21008829,Role,Fashion,company,142.83
PD_21008830,Issue,Fitness,main,146.46
PD_21008831,Already,Home Appliance,here,24.36
PD_21008832,Behind,Electronics,college,112.98
PD_21008833,Five,Electronics,half,287.2
PD_21008834,Even,Electronics,center,304.54
PD_21008835,Play,Fitness,behavior,125.59
PD_21008836,Model,Home Appliance,accept,46.8
PD_21008837,Recognize,Electronics,spring,336.93
PD_21008838,List,Electronics,hard,128.9
PD_21008839,Support,Home Appliance,husband,133.78
PD_21008840,Decision,Electronics,never,360.53
PD_21008841,When,Fashion,factor,268.46
PD_21008842,Note,Books,own,140.1
PD_21008843,As,Books,our,112.58
PD_21008844,Shoulder,Fitness,up,261.12
PD_21008845,Doctor,Fitness,animal,28.81
PD_21008846,Car,Fitness,serve,250.53
PD_21008847,Many,Fitness,east,215.13
PD_21008848,Land,Home Appliance,give,72.08
PD_21008849,Crime,Books,purpose,416.55
PD_21008850,Drive,Electronics,explain,25.86
PD_21008851,Resource,Fashion,now,289.92
PD_21008852,Color,Fitness,check,254.2
PD_21008853,Road,Fashion,article,66.74
PD_21008854,Walk,Fashion,build,224.27
PD_21008855,Under,Fashion,turn,300.04
PD_21008856,Heart,Fashion,sound,175.61
PD_21008857,Receive,Home Appliance,loss,296.15
PD_21008858,Type,Home Appliance,three,174.48
PD_21008859,Final,Books,talk,314.52
PD_21008860,Owner,Books,suggest,480.96
PD_21008861,Thing,Books,industry,86.24
PD_21008862,Mission,Electronics,task,208.72
PD_21008863,Center,Fashion,over,241.56
PD_21008864,Whom,Fitness,one,10.42
PD_21008865,Throughout,Fitness,same,265.37
PD_21008866,Himself,Electronics,stage,227.04
PD_21008867,Couple,Books,garden,415.33
PD_21008868,Like,Electronics,know,365.73
PD_21008869,Training,Fashion,something,434.36
PD_21008870,Ahead,Books,hit,346.41
PD_21008871,North,Books,behavior,412.89
PD_21008872,Evidence,Fitness,movement,192.16
PD_21008873,Onto,Electronics,thought,382.66
PD_21008874,Threat,Books,word,482.26
PD_21008875,Effort,Fitness,article,227.1
PD_21008876,Politics,Home Appliance,story,156.4
PD_21008877,Loss,Home Appliance,responsibility,455.17
PD_21008878,Ten,Home Appliance,coach,72.52
PD_21008879,Cold,Home Appliance,and,403.91
PD_21008880,Personal,Electronics,similar,456.9
PD_21008881,Fly,Fitness,decade,87.61
PD_21008882,Traditional,Fitness,model,73.85
PD_21008883,Politics,Books,join,349.62
PD_21008884,Last,Electronics,hotel,347.18
PD_21008885,Across,Home Appliance,understand,116.82
PD_21008886,Building,Electronics,subject,410.46
PD_21008887,Pressure,Home Appliance,character,282.27
