Tr_ID,Or_ID,Transaction_Mode,Tran_Status
TR_41007702,OR_31008697,UPI,Successful
TR_41007703,OR_31004883,Debit Card,Failed
TR_41007704,OR_31003309,Wallet,Failed
TR_41007705,OR_31002196,Debit Card,Successful
TR_41007706,OR_31003480,Wallet,Failed
TR_41007707,OR_31000307,UPI,Successful
TR_41007708,OR_31000032,Credit Card,Successful
TR_41007709,OR_31007036,Wallet,Failed
TR_41007710,OR_31008641,Credit Card,Successful
TR_41007711,OR_31006017,Net Banking,Failed
TR_41007712,OR_31004037,Wallet,Successful
TR_41007713,OR_31005735,Credit Card,Successful
TR_41007714,OR_31000068,Credit Card,Failed
TR_41007715,OR_31009847,Debit Card,Failed
TR_41007716,OR_31006262,Debit Card,Successful
TR_41007717,OR_31003942,Credit Card,Failed
TR_41007718,OR_31005310,UPI,Failed
TR_41007719,OR_31002131,Net Banking,Failed
TR_41007720,OR_31009675,Net Banking,Successful
TR_41007721,OR_31000902,UPI,Successful
TR_41007722,OR_31001322,Wallet,Successful
TR_41007723,OR_31001896,Net Banking,Successful
TR_41007724,OR_31002559,UPI,Failed
TR_41007725,OR_31003140,Net Banking,Failed
TR_41007726,OR_31006234,Net Banking,Successful
TR_41007727,OR_31000999,UPI,Failed
TR_41007728,OR_31000545,Credit Card,Successful
TR_41007729,OR_31007072,Net Banking,Failed
TR_41007730,OR_31009135,Wallet,Failed
TR_41007731,OR_31001234,UPI,Successful
TR_41007732,OR_31008792,Net Banking,Successful
TR_41007733,OR_31003315,UPI,Failed
TR_41007734,OR_31005922,Wallet,Successful
TR_41007735,OR_31002668,Wallet,Successful
TR_41007736,OR_31000030,Net Banking,Successful
TR_41007737,OR_31004581,Wallet,Failed
TR_41007738,OR_31002164,Net Banking,Failed
TR_41007739,OR_31004599,Wallet,Successful
TR_41007740,OR_31007788,Debit Card,Successful
TR_41007741,OR_31002320,Net Banking,Successful
TR_41007742,OR_31005933,UPI,Failed
TR_41007743,OR_31006144,Net Banking,Successful
TR_41007744,OR_31006425,UPI,Failed
TR_41007745,OR_31001309,Credit Card,Failed
TR_41007746,OR_31001870,Net Banking,Failed
TR_41007747,OR_31004442,Credit Card,Successful
TR_41007748,OR_31006010,Net Banking,Successful
TR_41007749,OR_31006372,Wallet,Successful
TR_41007750,OR_31007646,Wallet,Failed
TR_41007751,OR_31006589,UPI,Failed
TR_41007752,OR_31006308,UPI,Failed
TR_41007753,OR_31009728,Net Banking,Failed
TR_41007754,OR_31000949,UPI,Failed
TR_41007755,OR_31009087,Wallet,Failed
TR_41007756,OR_31002725,Wallet,Successful
TR_41007757,OR_31007258,Credit Card,Failed
TR_41007758,OR_31004050,Net Banking,Failed
TR_41007759,OR_31009252,UPI,Failed
TR_41007760,OR_31008882,Wallet,Successful
TR_41007761,OR_31004864,Wallet,Successful
TR_41007762,OR_31009296,Credit Card,Failed
TR_41007763,OR_31007677,Debit Card,Failed
TR_41007764,OR_31005791,Net Banking,Failed
TR_41007765,OR_31003848,UPI,Successful
TR_41007766,OR_31005385,Net Banking,Successful
TR_41007767,OR_31000984,Wallet,Failed
TR_41007768,OR_31006733,Debit Card,Successful
TR_41007769,OR_31003532,Debit Card,Successful
TR_41007770,OR_31003773,Credit Card,Successful
TR_41007771,OR_31008452,Credit Card,Failed
TR_41007772,OR_31009982,Wallet,Successful
TR_41007773,OR_31003706,Debit Card,Failed
TR_41007774,OR_31002773,Debit Card,Failed
TR_41007775,OR_31008636,Debit Card,Successful
TR_41007776,OR_31000237,Debit Card,Failed
TR_41007777,OR_31007059,Debit Card,Failed
TR_41007778,OR_31007789,Debit Card,Successful
TR_41007779,OR_31000039,Net Banking,Successful
TR_41007780,OR_31003102,Wallet,Successful
TR_41007781,OR_31000105,Credit Card,Successful
TR_41007782,OR_31009379,UPI,Failed
TR_41007783,OR_31006928,UPI,Successful
TR_41007784,OR_31004054,Wallet,Successful
TR_41007785,OR_31002537,Credit Card,Failed
TR_41007786,OR_31001569,UPI,Successful
TR_41007787,OR_31001425,Debit Card,Successful
TR_41007788,OR_31004652,Debit Card,Successful
TR_41007789,OR_31004957,Debit Card,Failed
TR_41007790,OR_31003445,Debit Card,Successful
TR_41007791,OR_31008653,Credit Card,Successful
TR_41007792,OR_31000494,Credit Card,Successful
TR_41007793,OR_31005865,Wallet,Failed
TR_41007794,OR_31002439,Credit Card,Successful
TR_41007795,OR_31003361,Net Banking,Failed
TR_41007796,OR_31002706,Debit Card,Successful
TR_41007797,OR_31009470,Wallet,Successful
TR_41007798,OR_31009180,UPI,Failed
TR_41007799,OR_31004286,Debit Card,Successful
TR_41007800,OR_31000698,Wallet,Failed
TR_41007801,OR_31009674,Wallet,Failed
TR_41007802,OR_31000628,Debit Card,Failed
TR_41007803,OR_31005157,UPI,Failed
TR_41007804,OR_31008132,Debit Card,Successful
TR_41007805,OR_31002089,Credit Card,Failed
TR_41007806,OR_31009464,Wallet,Successful
TR_41007807,OR_31001292,UPI,Failed
TR_41007808,OR_31003137,Debit Card,Successful
TR_41007809,OR_31006673,UPI,Successful
TR_41007810,OR_31005843,Debit Card,Failed
TR_41007811,OR_31004641,Net Banking,Failed
TR_41007812,OR_31007744,Net Banking,Failed
TR_41007813,OR_31001256,Debit Card,Successful
TR_41007814,OR_31009250,UPI,Successful
TR_41007815,OR_31000144,Wallet,Failed
TR_41007816,OR_31001220,UPI,Successful
TR_41007817,OR_31005015,UPI,Failed
TR_41007818,OR_31001957,Debit Card,Successful
TR_41007819,OR_31002151,Credit Card,Failed
TR_41007820,OR_31007162,Net Banking,Failed
TR_41007821,OR_31004651,Credit Card,Failed
TR_41007822,OR_31007341,Net Banking,Failed
TR_41007823,OR_31006831,Wallet,Successful
TR_41007824,OR_31008810,UPI,Failed
TR_41007825,OR_31006416,Credit Card,Failed
TR_41007826,OR_31004690,Debit Card,Successful
TR_41007827,OR_31002273,UPI,Successful
TR_41007828,OR_31006013,Debit Card,Successful
TR_41007829,OR_31009494,Wallet,Successful
TR_41007830,OR_31001955,Debit Card,Successful
TR_41007831,OR_31001203,UPI,Successful
TR_41007832,OR_31009540,UPI,Failed
TR_41007833,OR_31003894,UPI,Failed
TR_41007834,OR_31000325,Net Banking,Failed
TR_41007835,OR_31008661,Debit Card,Successful
TR_41007836,OR_31008250,Net Banking,Failed
TR_41007837,OR_31004048,UPI,Failed
TR_41007838,OR_31009604,UPI,Successful
TR_41007839,OR_31008157,Net Banking,Successful
TR_41007840,OR_31003768,Debit Card,Failed
TR_41007841,OR_31007183,Credit Card,Successful
TR_41007842,OR_31004764,UPI,Failed
TR_41007843,OR_31002488,UPI,Successful
TR_41007844,OR_31003739,Credit Card,Failed
TR_41007845,OR_31002129,UPI,Successful
TR_41007846,OR_31005967,Wallet,Failed
TR_41007847,OR_31005660,Credit Card,Successful
TR_41007848,OR_31007838,Net Banking,Failed
TR_41007849,OR_31006538,Wallet,Failed
TR_41007850,OR_31000380,Debit Card,Failed
TR_41007851,OR_31005977,Debit Card,Failed
TR_41007852,OR_31004376,Wallet,Successful
TR_41007853,OR_31006412,Credit Card,Successful
TR_41007854,OR_31003552,UPI,Failed
TR_41007855,OR_31008026,Wallet,Failed
TR_41007856,OR_31005116,UPI,Successful
TR_41007857,OR_31005694,Credit Card,Failed
TR_41007858,OR_31008121,UPI,Successful
TR_41007859,OR_31007918,Debit Card,Failed
TR_41007860,OR_31000903,Net Banking,Successful
TR_41007861,OR_31003744,Debit Card,Failed
TR_41007862,OR_31003092,Debit Card,Failed
TR_41007863,OR_31003563,UPI,Failed
TR_41007864,OR_31005607,Debit Card,Successful
TR_41007865,OR_31004440,Net Banking,Failed
TR_41007866,OR_31008194,Debit Card,Successful
TR_41007867,OR_31009945,Wallet,Failed
TR_41007868,OR_31003445,Net Banking,Failed
TR_41007869,OR_31006707,Debit Card,Successful
TR_41007870,OR_31005202,Debit Card,Successful
TR_41007871,OR_31000623,Credit Card,Failed
TR_41007872,OR_31008727,Debit Card,Successful
TR_41007873,OR_31008237,UPI,Successful
TR_41007874,OR_31004304,Wallet,Successful
TR_41007875,OR_31003183,Net Banking,Failed
TR_41007876,OR_31003828,Credit Card,Failed
TR_41007877,OR_31003145,Net Banking,Successful
TR_41007878,OR_31000525,UPI,Failed
TR_41007879,OR_31000728,Net Banking,Failed
TR_41007880,OR_31001972,Wallet,Successful
TR_41007881,OR_31006728,UPI,Failed
TR_41007882,OR_31006424,UPI,Successful
TR_41007883,OR_31002992,Wallet,Successful
TR_41007884,OR_31008375,Debit Card,Successful
TR_41007885,OR_31001244,Net Banking,Failed
TR_41007886,OR_31007254,UPI,Successful
TR_41007887,OR_31005933,UPI,Successful
TR_41007888,OR_31004799,Net Banking,Failed
TR_41007889,OR_31000501,Net Banking,Successful
TR_41007890,OR_31005407,UPI,Successful
TR_41007891,OR_31003023,Credit Card,Successful
TR_41007892,OR_31007990,Credit Card,Failed
TR_41007893,OR_31007021,Debit Card,Failed
TR_41007894,OR_31003255,Credit Card,Successful
TR_41007895,OR_31000160,Debit Card,Successful
TR_41007896,OR_31001828,Net Banking,Failed
TR_41007897,OR_31007897,Net Banking,Failed
TR_41007898,OR_31009148,UPI,Successful
TR_41007899,OR_31003595,Credit Card,Successful
TR_41007900,OR_31009109,Credit Card,Failed
TR_41007901,OR_31005383,Wallet,Failed
TR_41007902,OR_31008704,Debit Card,Successful
TR_41007903,OR_31001198,Debit Card,Successful
TR_41007904,OR_31003385,Credit Card,Failed
TR_41007905,OR_31003027,UPI,Successful
TR_41007906,OR_31008245,UPI,Failed
TR_41007907,OR_31001772,Debit Card,Failed
TR_41007908,OR_31007756,UPI,Successful
TR_41007909,OR_31008402,Wallet,Failed
TR_41007910,OR_31002861,Wallet,Successful
TR_41007911,OR_31000079,Credit Card,Failed
TR_41007912,OR_31000166,Credit Card,Successful
TR_41007913,OR_31007891,UPI,Successful
TR_41007914,OR_31009810,Net Banking,Successful
TR_41007915,OR_31007516,Net Banking,Successful
TR_41007916,OR_31004227,Net Banking,Failed
TR_41007917,OR_31002581,Wallet,Successful
TR_41007918,OR_31004341,Net Banking,Failed
TR_41007919,OR_31006470,Wallet,Successful
TR_41007920,OR_31000722,Net Banking,Successful
TR_41007921,OR_31001278,Credit Card,Failed
TR_41007922,OR_31008954,Debit Card,Failed
TR_41007923,OR_31007542,Credit Card,Failed
TR_41007924,OR_31003133,Credit Card,Failed
TR_41007925,OR_31004709,Wallet,Failed
TR_41007926,OR_31008945,Net Banking,Successful
TR_41007927,OR_31000393,Debit Card,Failed
TR_41007928,OR_31009731,Wallet,Failed
TR_41007929,OR_31007948,UPI,Failed
TR_41007930,OR_31001192,Wallet,Successful
TR_41007931,OR_31008190,Credit Card,Successful
TR_41007932,OR_31006972,Net Banking,Successful
TR_41007933,OR_31006436,Credit Card,Failed
TR_41007934,OR_31008696,Net Banking,Failed
TR_41007935,OR_31004833,Wallet,Successful
TR_41007936,OR_31007198,UPI,Failed
TR_41007937,OR_31001667,Credit Card,Failed
TR_41007938,OR_31002869,Debit Card,Failed
TR_41007939,OR_31009780,UPI,Failed
TR_41007940,OR_31000284,Wallet,Successful
TR_41007941,OR_31000087,Net Banking,Successful
TR_41007942,OR_31000908,Wallet,Failed
TR_41007943,OR_31008541,Debit Card,Failed
TR_41007944,OR_31006128,Net Banking,Failed
TR_41007945,OR_31006723,Debit Card,Successful
TR_41007946,OR_31007469,Net Banking,Successful
TR_41007947,OR_31004033,Wallet,Successful
TR_41007948,OR_31007260,UPI,Successful
TR_41007949,OR_31007648,Net Banking,Successful
TR_41007950,OR_31006614,UPI,Successful
TR_41007951,OR_31006717,UPI,Successful
TR_41007952,OR_31007479,Debit Card,Failed
TR_41007953,OR_31008481,UPI,Failed
TR_41007954,OR_31002926,Credit Card,Failed
TR_41007955,OR_31007303,Debit Card,Failed
TR_41007956,OR_31008431,Credit Card,Successful
TR_41007957,OR_31006473,Credit Card,Failed
TR_41007958,OR_31002607,Wallet,Failed
TR_41007959,OR_31005030,Net Banking,Successful
TR_41007960,OR_31002933,Credit Card,Successful
TR_41007961,OR_31000302,Debit Card,Successful
TR_41007962,OR_31005509,Debit Card,Failed
TR_41007963,OR_31001678,Wallet,Successful
TR_41007964,OR_31006383,UPI,Successful
TR_41007965,OR_31004552,Wallet,Successful
TR_41007966,OR_31006663,Credit Card,Failed
TR_41007967,OR_31006503,Credit Card,Failed
TR_41007968,OR_31005662,UPI,Failed
TR_41007969,OR_31008470,UPI,Successful
TR_41007970,OR_31005074,Wallet,Failed
TR_41007971,OR_31000405,Debit Card,Failed
TR_41007972,OR_31007513,UPI,Successful
TR_41007973,OR_31005027,Debit Card,Successful
TR_41007974,OR_31002098,UPI,Failed
TR_41007975,OR_31004659,Net Banking,Failed
TR_41007976,OR_31008148,Wallet,Successful
TR_41007977,OR_31002245,Net Banking,Successful
TR_41007978,OR_31001917,Wallet,Successful
TR_41007979,OR_31001487,Wallet,Failed
TR_41007980,OR_31000498,Net Banking,Failed
TR_41007981,OR_31005745,UPI,Successful
TR_41007982,OR_31000049,Debit Card,Successful
TR_41007983,OR_31007084,Net Banking,Failed
TR_41007984,OR_31002605,Wallet,Successful
TR_41007985,OR_31006153,Credit Card,Successful
TR_41007986,OR_31004643,Wallet,Failed
TR_41007987,OR_31007560,Net Banking,Failed
TR_41007988,OR_31003767,Credit Card,Failed
TR_41007989,OR_31007229,Net Banking,Successful
TR_41007990,OR_31008516,Debit Card,Failed
TR_41007991,OR_31001512,Credit Card,Failed
TR_41007992,OR_31009501,Debit Card,Successful
TR_41007993,OR_31007447,UPI,Successful
TR_41007994,OR_31006315,Credit Card,Successful
TR_41007995,OR_31001820,Debit Card,Failed
TR_41007996,OR_31001917,Credit Card,Failed
TR_41007997,OR_31003672,UPI,Failed
TR_41007998,OR_31003321,Credit Card,Failed
TR_41007999,OR_31009677,Wallet,Failed
TR_41008000,OR_31004020,Debit Card,Successful
TR_41008001,OR_31000570,Net Banking,Successful
TR_41008002,OR_31004934,UPI,Successful
TR_41008003,OR_31001547,Wallet,Failed
TR_41008004,OR_31000550,Net Banking,Successful
TR_41008005,OR_31005308,Credit Card,Successful
TR_41008006,OR_31009563,Credit Card,Failed
TR_41008007,OR_31009477,Credit Card,Successful
TR_41008008,OR_31004336,Net Banking,Successful
TR_41008009,OR_31001865,Net Banking,Successful
TR_41008010,OR_31004670,Wallet,Failed
TR_41008011,OR_31005740,Wallet,Failed
TR_41008012,OR_31001632,UPI,Successful
TR_41008013,OR_31000682,Credit Card,Failed
TR_41008014,OR_31002351,Credit Card,Failed
TR_41008015,OR_31000344,Net Banking,Successful
TR_41008016,OR_31004203,Debit Card,Failed
TR_41008017,OR_31008728,Credit Card,Successful
TR_41008018,OR_31003801,Credit Card,Failed
TR_41008019,OR_31000048,Debit Card,Successful
TR_41008020,OR_31000653,Wallet,Successful
TR_41008021,OR_31007380,Net Banking,Successful
TR_41008022,OR_31003613,Wallet,Successful
TR_41008023,OR_31009025,Net Banking,Failed
TR_41008024,OR_31007066,Credit Card,Successful
TR_41008025,OR_31008992,Net Banking,Successful
TR_41008026,OR_31006114,Credit Card,Successful
TR_41008027,OR_31000954,Wallet,Successful
TR_41008028,OR_31008613,UPI,Failed
TR_41008029,OR_31002609,Net Banking,Successful
TR_41008030,OR_31009622,Net Banking,Failed
TR_41008031,OR_31002411,Net Banking,Successful
TR_41008032,OR_31005824,UPI,Successful
TR_41008033,OR_31000649,Net Banking,Successful
TR_41008034,OR_31003808,Debit Card,Successful
TR_41008035,OR_31002324,Credit Card,Failed
TR_41008036,OR_31005024,UPI,Failed
TR_41008037,OR_31000724,Credit Card,Successful
TR_41008038,OR_31008177,Debit Card,Failed
TR_41008039,OR_31000278,Wallet,Failed
TR_41008040,OR_31003818,UPI,Failed
TR_41008041,OR_31007806,Debit Card,Failed
TR_41008042,OR_31009708,Credit Card,Failed
TR_41008043,OR_31006660,Debit Card,Successful
TR_41008044,OR_31009903,Credit Card,Failed
TR_41008045,OR_31006587,Credit Card,Failed
TR_41008046,OR_31004002,UPI,Failed
TR_41008047,OR_31007357,Wallet,Successful
TR_41008048,OR_31008289,UPI,Failed
TR_41008049,OR_31001030,Debit Card,Successful
TR_41008050,OR_31009019,Credit Card,Failed
TR_41008051,OR_31004096,Wallet,Failed
TR_41008052,OR_31007194,Credit Card,Failed
TR_41008053,OR_31006213,Credit Card,Failed
TR_41008054,OR_31003968,UPI,Failed
TR_41008055,OR_31001304,Wallet,Failed
TR_41008056,OR_31002263,Net Banking,Successful
TR_41008057,OR_31006578,Net Banking,Failed
TR_41008058,OR_31003372,Wallet,Failed
TR_41008059,OR_31001810,Debit Card,Failed
TR_41008060,OR_31006123,Net Banking,Successful
TR_41008061,OR_31002741,UPI,Successful
TR_41008062,OR_31003428,Credit Card,Successful
TR_41008063,OR_31007353,Wallet,Failed
TR_41008064,OR_31007082,Credit Card,Successful
TR_41008065,OR_31000565,Net Banking,Failed
TR_41008066,OR_31004672,UPI,Failed
TR_41008067,OR_31003632,Net Banking,Successful
TR_41008068,OR_31002723,Net Banking,Successful
TR_41008069,OR_31007390,Debit Card,Failed
TR_41008070,OR_31008134,Net Banking,Successful
TR_41008071,OR_31003061,Net Banking,Failed
TR_41008072,OR_31006674,Credit Card,Failed
TR_41008073,OR_31003403,Wallet,Successful
TR_41008074,OR_31009971,Credit Card,Successful
TR_41008075,OR_31000610,Net Banking,Successful
TR_41008076,OR_31004068,Debit Card,Successful
TR_41008077,OR_31001760,Net Banking,Failed
TR_41008078,OR_31001028,UPI,Failed
TR_41008079,OR_31005759,Credit Card,Failed
TR_41008080,OR_31009877,Credit Card,Successful
TR_41008081,OR_31004910,Wallet,Successful
TR_41008082,OR_31002912,Credit Card,Failed
TR_41008083,OR_31002049,Wallet,Successful
TR_41008084,OR_31001886,Net Banking,Failed
TR_41008085,OR_31005561,Debit Card,Successful
TR_41008086,OR_31000414,UPI,Successful
TR_41008087,OR_31009325,Debit Card,Failed
TR_41008088,OR_31007298,Wallet,Successful
TR_41008089,OR_31009824,Debit Card,Failed
TR_41008090,OR_31009760,Net Banking,Failed
TR_41008091,OR_31004596,UPI,Successful
TR_41008092,OR_31007680,Net Banking,Failed
TR_41008093,OR_31006853,Debit Card,Successful
TR_41008094,OR_31002092,Net Banking,Failed
TR_41008095,OR_31000555,UPI,Successful
TR_41008096,OR_31000968,Credit Card,Failed
TR_41008097,OR_31001873,UPI,Failed
TR_41008098,OR_31005833,UPI,Failed
TR_41008099,OR_31002571,Debit Card,Successful
TR_41008100,OR_31003678,Debit Card,Successful
TR_41008101,OR_31009048,Net Banking,Failed
TR_41008102,OR_31002696,Credit Card,Successful
TR_41008103,OR_31004665,Credit Card,Successful
TR_41008104,OR_31004386,Wallet,Successful
TR_41008105,OR_31007515,UPI,Successful
TR_41008106,OR_31001397,Debit Card,Failed
TR_41008107,OR_31008654,Wallet,Failed
TR_41008108,OR_31007493,Wallet,Successful
TR_41008109,OR_31001479,Wallet,Successful
TR_41008110,OR_31005988,Credit Card,Successful
TR_41008111,OR_31002334,UPI,Failed
TR_41008112,OR_31006970,Debit Card,Successful
TR_41008113,OR_31002122,Net Banking,Successful
TR_41008114,OR_31008642,Debit Card,Successful
TR_41008115,OR_31008328,Credit Card,Successful
TR_41008116,OR_31003519,Credit Card,Successful
TR_41008117,OR_31002820,UPI,Failed
TR_41008118,OR_31009330,Net Banking,Failed
TR_41008119,OR_31007414,Net Banking,Failed
TR_41008120,OR_31009333,Net Banking,Failed
TR_41008121,OR_31003628,Credit Card,Successful
TR_41008122,OR_31005127,Debit Card,Successful
TR_41008123,OR_31006232,UPI,Successful
TR_41008124,OR_31000172,Wallet,Failed
TR_41008125,OR_31004481,Credit Card,Successful
TR_41008126,OR_31009952,Wallet,Failed
TR_41008127,OR_31005074,Net Banking,Successful
TR_41008128,OR_31006724,Wallet,Successful
TR_41008129,OR_31001359,Credit Card,Failed
TR_41008130,OR_31002856,UPI,Failed
TR_41008131,OR_31004978,Wallet,Successful
TR_41008132,OR_31000995,Credit Card,Failed
TR_41008133,OR_31002242,Net Banking,Failed
TR_41008134,OR_31000984,UPI,Successful
TR_41008135,OR_31000420,UPI,Failed
TR_41008136,OR_31005465,Wallet,Failed
TR_41008137,OR_31009045,Credit Card,Failed
TR_41008138,OR_31007160,Debit Card,Failed
TR_41008139,OR_31001911,UPI,Failed
TR_41008140,OR_31006773,UPI,Successful
TR_41008141,OR_31007854,UPI,Successful
TR_41008142,OR_31004474,Debit Card,Successful
TR_41008143,OR_31007043,Wallet,Failed
TR_41008144,OR_31003574,Wallet,Successful
TR_41008145,OR_31002738,UPI,Failed
TR_41008146,OR_31000519,Credit Card,Failed
TR_41008147,OR_31007129,UPI,Failed
TR_41008148,OR_31009223,Wallet,Failed
TR_41008149,OR_31006866,Wallet,Failed
TR_41008150,OR_31004020,Credit Card,Failed
TR_41008151,OR_31008285,Credit Card,Successful
TR_41008152,OR_31000103,Net Banking,Successful
TR_41008153,OR_31005912,Credit Card,Successful
TR_41008154,OR_31008512,UPI,Successful
TR_41008155,OR_31006908,UPI,Failed
TR_41008156,OR_31005569,Debit Card,Failed
TR_41008157,OR_31009562,Debit Card,Successful
TR_41008158,OR_31002810,Debit Card,Failed
TR_41008159,OR_31003663,Wallet,Failed
TR_41008160,OR_31006787,Credit Card,Failed
TR_41008161,OR_31008512,Net Banking,Failed
TR_41008162,OR_31007703,Net Banking,Failed
TR_41008163,OR_31009357,Credit Card,Failed
TR_41008164,OR_31007054,Debit Card,Failed
TR_41008165,OR_31000152,UPI,Failed
TR_41008166,OR_31003462,Debit Card,Successful
TR_41008167,OR_31000247,Debit Card,Failed
TR_41008168,OR_31007304,Credit Card,Failed
TR_41008169,OR_31007479,Debit Card,Failed
TR_41008170,OR_31002194,Net Banking,Successful
TR_41008171,OR_31008123,UPI,Failed
TR_41008172,OR_31006186,Credit Card,Failed
TR_41008173,OR_31008674,Debit Card,Failed
TR_41008174,OR_31005307,Debit Card,Failed
TR_41008175,OR_31004784,Debit Card,Failed
TR_41008176,OR_31002879,Net Banking,Failed
TR_41008177,OR_31009344,Net Banking,Successful
TR_41008178,OR_31002543,Debit Card,Successful
TR_41008179,OR_31008838,Credit Card,Successful
TR_41008180,OR_31002784,Net Banking,Failed
TR_41008181,OR_31007075,Credit Card,Failed
TR_41008182,OR_31004672,Wallet,Failed
TR_41008183,OR_31003760,Net Banking,Failed
TR_41008184,OR_31007652,Net Banking,Successful
TR_41008185,OR_31006098,Debit Card,Successful
TR_41008186,OR_31004579,Credit Card,Failed
TR_41008187,OR_31001155,Wallet,Successful
TR_41008188,OR_31009265,Net Banking,Successful
TR_41008189,OR_31009402,Credit Card,Failed
TR_41008190,OR_31000503,Debit Card,Successful
TR_41008191,OR_31009670,Debit Card,Successful
TR_41008192,OR_31008744,Wallet,Successful
TR_41008193,OR_31001860,Debit Card,Failed
TR_41008194,OR_31005530,Debit Card,Successful
TR_41008195,OR_31006873,Net Banking,Successful
TR_41008196,OR_31006010,Debit Card,Failed
TR_41008197,OR_31008182,Debit Card,Failed
TR_41008198,OR_31007216,Debit Card,Failed
TR_41008199,OR_31002141,Credit Card,Successful
TR_41008200,OR_31003680,Credit Card,Successful
TR_41008201,OR_31003209,Net Banking,Successful
TR_41008202,OR_31000728,UPI,Successful
TR_41008203,OR_31004252,Debit Card,Failed
TR_41008204,OR_31002948,Credit Card,Successful
TR_41008205,OR_31001968,Credit Card,Successful
TR_41008206,OR_31004166,Wallet,Successful
TR_41008207,OR_31009334,Net Banking,Failed
TR_41008208,OR_31002369,Wallet,Failed
TR_41008209,OR_31007780,Wallet,Failed
TR_41008210,OR_31001634,Wallet,Successful
TR_41008211,OR_31009235,Wallet,Failed
TR_41008212,OR_31009679,Debit Card,Failed
TR_41008213,OR_31005475,Credit Card,Failed
TR_41008214,OR_31002007,Credit Card,Successful
TR_41008215,OR_31005773,Wallet,Successful
TR_41008216,OR_31004329,Wallet,Failed
TR_41008217,OR_31007044,Debit Card,Successful
TR_41008218,OR_31003527,Debit Card,Successful
TR_41008219,OR_31002675,Wallet,Successful
TR_41008220,OR_31006955,UPI,Successful
TR_41008221,OR_31000562,Net Banking,Successful
TR_41008222,OR_31004606,Net Banking,Failed
TR_41008223,OR_31004333,Credit Card,Failed
TR_41008224,OR_31005264,UPI,Successful
TR_41008225,OR_31008087,Debit Card,Successful
TR_41008226,OR_31000994,UPI,Failed
TR_41008227,OR_31008563,Net Banking,Successful
TR_41008228,OR_31009412,UPI,Failed
TR_41008229,OR_31006804,Wallet,Successful
TR_41008230,OR_31003951,UPI,Successful
TR_41008231,OR_31000190,Credit Card,Successful
TR_41008232,OR_31002441,Credit Card,Successful
TR_41008233,OR_31006025,Net Banking,Failed
TR_41008234,OR_31007072,Debit Card,Failed
TR_41008235,OR_31008325,Debit Card,Successful
TR_41008236,OR_31003031,UPI,Successful
TR_41008237,OR_31009504,UPI,Failed
TR_41008238,OR_31007092,Credit Card,Successful
TR_41008239,OR_31006055,Credit Card,Successful
TR_41008240,OR_31004707,Debit Card,Successful
TR_41008241,OR_31007286,UPI,Failed
TR_41008242,OR_31002390,Wallet,Successful
TR_41008243,OR_31005016,Wallet,Failed
TR_41008244,OR_31005277,Debit Card,Successful
TR_41008245,OR_31002736,Credit Card,Successful
TR_41008246,OR_31004751,Wallet,Successful
TR_41008247,OR_31002407,Net Banking,Failed
TR_41008248,OR_31003661,UPI,Failed
TR_41008249,OR_31009786,Wallet,Failed
TR_41008250,OR_31008127,Wallet,Failed
TR_41008251,OR_31000375,Net Banking,Successful
TR_41008252,OR_31001172,Net Banking,Failed
TR_41008253,OR_31008319,Wallet,Failed
TR_41008254,OR_31001551,Wallet,Successful
TR_41008255,OR_31000980,Wallet,Successful
TR_41008256,OR_31002679,Credit Card,Successful
TR_41008257,OR_31008360,Credit Card,Failed
TR_41008258,OR_31003858,Wallet,Successful
TR_41008259,OR_31008820,Credit Card,Failed
TR_41008260,OR_31008506,Wallet,Successful
TR_41008261,OR_31004011,Wallet,Successful
TR_41008262,OR_31002190,Wallet,Successful
TR_41008263,OR_31005834,Net Banking,Successful
TR_41008264,OR_31000308,UPI,Failed
TR_41008265,OR_31003446,Debit Card,Failed
TR_41008266,OR_31007943,Net Banking,Successful
TR_41008267,OR_31000140,Wallet,Failed
TR_41008268,OR_31007661,Net Banking,Successful
TR_41008269,OR_31006560,Debit Card,Successful
TR_41008270,OR_31004888,Net Banking,Failed
TR_41008271,OR_31005795,Credit Card,Successful
TR_41008272,OR_31003390,Net Banking,Failed
TR_41008273,OR_31009026,Debit Card,Failed
TR_41008274,OR_31008057,Wallet,Failed
TR_41008275,OR_31009278,Credit Card,Failed
TR_41008276,OR_31000401,Wallet,Failed
TR_41008277,OR_31000104,UPI,Failed
TR_41008278,OR_31000973,Credit Card,Successful
TR_41008279,OR_31006114,Net Banking,Successful
TR_41008280,OR_31000727,Debit Card,Failed
TR_41008281,OR_31009062,UPI,Successful
TR_41008282,OR_31006752,Debit Card,Failed
TR_41008283,OR_31005658,Debit Card,Failed
TR_41008284,OR_31000557,Wallet,Failed
TR_41008285,OR_31002960,Debit Card,Failed
TR_41008286,OR_31005495,UPI,Failed
TR_41008287,OR_31009864,Wallet,Successful
TR_41008288,OR_31009866,Wallet,Successful
TR_41008289,OR_31009318,Wallet,Failed
TR_41008290,OR_31004957,Debit Card,Successful
TR_41008291,OR_31009324,Credit Card,Failed
TR_41008292,OR_31005145,Net Banking,Successful
TR_41008293,OR_31007446,UPI,Successful
TR_41008294,OR_31002434,Credit Card,Successful
TR_41008295,OR_31001478,Wallet,Failed
TR_41008296,OR_31001488,Net Banking,Failed
TR_41008297,OR_31005048,Net Banking,Successful
