SD_ID,C_ID,Plan_ID,From_Date,To_Date
SPD_201008332,CS_11009344,Pln_51000002,2024-04-09,2024-05-12
SPD_201008333,CS_11009992,Pln_51000001,2023-06-22,2025-08-05
SPD_201008334,CS_11007476,Pln_51000002,2024-03-11,2024-11-13
SPD_201008335,CS_11004702,Pln_51000001,2023-12-03,2025-04-09
SPD_201008336,CS_11004909,Pln_51000002,2024-02-17,2025-08-06
SPD_201008337,CS_11005092,Pln_51000003,2024-07-31,2025-08-29
SPD_201008338,CS_11000002,Pln_51000003,2023-04-25,2024-08-15
SPD_201008339,CS_11007200,Pln_51000001,2024-02-28,2024-04-11
SPD_201008340,CS_11009084,Pln_51000003,2023-01-07,2024-01-18
SPD_201008341,CS_11000912,Pln_51000002,2024-07-17,2025-02-18
SPD_201008342,CS_11004453,Pln_51000002,2023-09-17,2025-05-16
SPD_201008343,CS_11005973,Pln_51000001,2024-07-11,2024-05-13
SPD_201008344,CS_11000784,Pln_51000001,2023-02-07,2025-12-25
SPD_201008345,CS_11002412,Pln_51000001,2023-09-20,2025-04-05
SPD_201008346,CS_11003080,Pln_51000001,2024-12-05,2025-05-15
SPD_201008347,CS_11002426,Pln_51000002,2023-12-17,2025-05-24
SPD_201008348,CS_11009336,Pln_51000001,2023-03-12,2024-04-30
SPD_201008349,CS_11009472,Pln_51000003,2023-04-17,2024-01-06
SPD_201008350,CS_11003394,Pln_51000003,2024-04-14,2024-09-25
SPD_201008351,CS_11006568,Pln_51000003,2024-03-31,2025-04-23
SPD_201008352,CS_11009627,Pln_51000003,2024-02-18,2024-08-13
SPD_201008353,CS_11001111,Pln_51000001,2024-10-04,2025-04-23
SPD_201008354,CS_11008933,Pln_51000003,2023-09-11,2025-10-01
SPD_201008355,CS_11009208,Pln_51000002,2024-03-27,2024-02-29
SPD_201008356,CS_11009906,Pln_51000003,2023-05-08,2025-06-03
SPD_201008357,CS_11000433,Pln_51000001,2024-09-08,2025-02-02
SPD_201008358,CS_11000593,Pln_51000002,2024-11-16,2025-07-07
SPD_201008359,CS_11000593,Pln_51000002,2023-10-11,2025-01-18
SPD_201008360,CS_11009847,Pln_51000002,2024-04-17,2025-03-25
SPD_201008361,CS_11006540,Pln_51000003,2024-02-09,2024-05-21
SPD_201008362,CS_11007055,Pln_51000001,2024-02-26,2025-10-03
SPD_201008363,CS_11003329,Pln_51000001,2024-12-22,2025-12-24
SPD_201008364,CS_11007013,Pln_51000002,2024-10-25,2025-01-09
SPD_201008365,CS_11009836,Pln_51000003,2023-02-13,2024-01-04
SPD_201008366,CS_11002357,Pln_51000002,2024-09-19,2025-04-18
SPD_201008367,CS_11003867,Pln_51000003,2024-12-10,2025-11-23
SPD_201008368,CS_11004042,Pln_51000001,2023-06-06,2025-04-19
SPD_201008369,CS_11008711,Pln_51000003,2024-07-10,2024-08-08
SPD_201008370,CS_11002573,Pln_51000001,2023-09-29,2025-09-03
SPD_201008371,CS_11003522,Pln_51000002,2023-03-25,2025-06-06
SPD_201008372,CS_11002288,Pln_51000002,2023-12-06,2024-06-10
SPD_201008373,CS_11006512,Pln_51000003,2024-04-20,2024-04-12
SPD_201008374,CS_11009175,Pln_51000003,2024-01-07,2025-07-25
SPD_201008375,CS_11001915,Pln_51000003,2024-01-09,2025-07-31
SPD_201008376,CS_11009543,Pln_51000002,2024-07-11,2025-11-09
SPD_201008377,CS_11003983,Pln_51000003,2023-07-01,2025-09-20
SPD_201008378,CS_11009816,Pln_51000002,2023-10-02,2024-04-13
SPD_201008379,CS_11002875,Pln_51000001,2024-08-16,2025-02-11
SPD_201008380,CS_11005193,Pln_51000002,2024-12-12,2024-01-11
SPD_201008381,CS_11002149,Pln_51000002,2024-01-12,2024-12-09
SPD_201008382,CS_11003175,Pln_51000002,2024-01-21,2024-06-08
SPD_201008383,CS_11002326,Pln_51000002,2023-05-12,2025-03-05
SPD_201008384,CS_11003544,Pln_51000002,2023-03-26,2025-01-04
SPD_201008385,CS_11000800,Pln_51000001,2024-03-20,2025-06-27
SPD_201008386,CS_11008751,Pln_51000003,2023-01-26,2025-04-18
SPD_201008387,CS_11009926,Pln_51000003,2023-07-20,2025-01-17
SPD_201008388,CS_11003088,Pln_51000001,2023-03-03,2025-10-12
SPD_201008389,CS_11004320,Pln_51000003,2023-06-23,2025-12-24
SPD_201008390,CS_11008836,Pln_51000001,2024-07-21,2024-02-21
SPD_201008391,CS_11008284,Pln_51000002,2024-01-23,2024-06-23
SPD_201008392,CS_11008643,Pln_51000003,2024-03-24,2025-05-10
SPD_201008393,CS_11009983,Pln_51000001,2023-03-23,2025-08-10
SPD_201008394,CS_11000105,Pln_51000003,2024-02-07,2024-05-12
SPD_201008395,CS_11007981,Pln_51000002,2024-05-05,2025-06-21
SPD_201008396,CS_11003575,Pln_51000002,2024-10-29,2025-07-14
SPD_201008397,CS_11007793,Pln_51000002,2023-06-09,2025-04-23
SPD_201008398,CS_11003269,Pln_51000003,2024-05-09,2024-09-12
SPD_201008399,CS_11005397,Pln_51000001,2023-12-31,2024-08-13
SPD_201008400,CS_11005372,Pln_51000001,2023-11-27,2024-07-20
SPD_201008401,CS_11003085,Pln_51000002,2024-06-30,2025-06-24
SPD_201008402,CS_11006404,Pln_51000002,2024-08-02,2025-12-13
SPD_201008403,CS_11008174,Pln_51000003,2024-06-20,2025-01-14
SPD_201008404,CS_11004089,Pln_51000003,2024-07-09,2025-12-28
SPD_201008405,CS_11004028,Pln_51000003,2023-02-22,2024-10-09
SPD_201008406,CS_11004232,Pln_51000001,2023-07-18,2025-03-24
SPD_201008407,CS_11003815,Pln_51000001,2024-06-11,2024-04-22
SPD_201008408,CS_11009806,Pln_51000002,2023-05-11,2024-11-23
SPD_201008409,CS_11003517,Pln_51000001,2023-11-26,2025-12-03
SPD_201008410,CS_11008642,Pln_51000003,2023-09-17,2025-01-12
SPD_201008411,CS_11008385,Pln_51000002,2023-05-21,2024-12-13
SPD_201008412,CS_11004616,Pln_51000002,2023-10-16,2025-11-29
SPD_201008413,CS_11004544,Pln_51000001,2023-02-03,2024-09-29
SPD_201008414,CS_11001987,Pln_51000002,2024-01-18,2024-06-05
SPD_201008415,CS_11006803,Pln_51000001,2024-10-06,2025-05-07
SPD_201008416,CS_11009158,Pln_51000001,2024-12-06,2024-01-29
SPD_201008417,CS_11007383,Pln_51000001,2023-12-11,2025-08-07
SPD_201008418,CS_11000324,Pln_51000003,2024-12-27,2024-06-08
SPD_201008419,CS_11002453,Pln_51000001,2024-03-15,2024-08-30
SPD_201008420,CS_11009842,Pln_51000001,2024-09-19,2024-08-06
SPD_201008421,CS_11000565,Pln_51000002,2024-06-04,2025-08-04
SPD_201008422,CS_11001506,Pln_51000003,2023-01-13,2024-07-28
SPD_201008423,CS_11000274,Pln_51000001,2023-06-03,2024-10-15
SPD_201008424,CS_11003745,Pln_51000002,2023-11-05,2024-02-25
SPD_201008425,CS_11006300,Pln_51000003,2024-09-02,2024-04-08
SPD_201008426,CS_11004016,Pln_51000001,2024-09-23,2025-05-26
SPD_201008427,CS_11006958,Pln_51000001,2024-04-28,2025-05-31
SPD_201008428,CS_11007582,Pln_51000001,2023-01-26,2025-10-20
SPD_201008429,CS_11006282,Pln_51000002,2023-05-29,2024-07-08
SPD_201008430,CS_11006738,Pln_51000003,2023-10-31,2024-04-06
SPD_201008431,CS_11004233,Pln_51000001,2024-04-09,2024-01-25
SPD_201008432,CS_11007259,Pln_51000002,2024-06-08,2024-06-04
SPD_201008433,CS_11000406,Pln_51000002,2024-01-06,2025-02-06
SPD_201008434,CS_11001155,Pln_51000001,2023-03-13,2024-06-19
SPD_201008435,CS_11003313,Pln_51000001,2023-06-01,2025-04-07
SPD_201008436,CS_11008244,Pln_51000003,2023-06-09,2024-11-09
SPD_201008437,CS_11000420,Pln_51000002,2023-06-13,2024-07-05
SPD_201008438,CS_11004307,Pln_51000003,2024-10-31,2024-10-24
SPD_201008439,CS_11002895,Pln_51000002,2023-05-12,2025-09-03
SPD_201008440,CS_11008991,Pln_51000002,2024-05-07,2024-04-03
SPD_201008441,CS_11005799,Pln_51000003,2023-08-13,2025-09-06
SPD_201008442,CS_11007275,Pln_51000002,2024-10-15,2025-01-25
SPD_201008443,CS_11003428,Pln_51000001,2023-06-20,2025-11-14
SPD_201008444,CS_11007569,Pln_51000001,2023-02-11,2024-01-01
SPD_201008445,CS_11008310,Pln_51000003,2023-10-02,2024-11-22
SPD_201008446,CS_11002365,Pln_51000001,2023-04-26,2025-07-30
SPD_201008447,CS_11008831,Pln_51000002,2023-12-08,2025-04-11
SPD_201008448,CS_11009365,Pln_51000003,2024-12-14,2024-05-01
SPD_201008449,CS_11002945,Pln_51000003,2024-10-23,2024-06-08
SPD_201008450,CS_11005520,Pln_51000003,2023-05-23,2024-03-07
SPD_201008451,CS_11009520,Pln_51000003,2024-07-16,2024-10-10
SPD_201008452,CS_11000329,Pln_51000001,2023-05-02,2024-06-25
SPD_201008453,CS_11005769,Pln_51000002,2023-03-03,2024-04-20
SPD_201008454,CS_11007584,Pln_51000003,2024-08-10,2025-07-07
SPD_201008455,CS_11005784,Pln_51000001,2023-06-11,2024-05-16
SPD_201008456,CS_11001243,Pln_51000001,2023-05-24,2024-11-07
SPD_201008457,CS_11009059,Pln_51000001,2023-12-10,2025-05-02
SPD_201008458,CS_11003325,Pln_51000002,2024-09-03,2025-04-10
SPD_201008459,CS_11000898,Pln_51000002,2023-05-05,2025-09-29
SPD_201008460,CS_11001298,Pln_51000001,2024-11-26,2024-03-02
SPD_201008461,CS_11002128,Pln_51000002,2024-08-22,2024-07-30
SPD_201008462,CS_11001374,Pln_51000002,2024-03-16,2025-07-10
SPD_201008463,CS_11005109,Pln_51000003,2023-09-09,2025-08-29
SPD_201008464,CS_11006122,Pln_51000001,2024-04-27,2025-10-01
SPD_201008465,CS_11004553,Pln_51000002,2023-04-01,2025-08-11
SPD_201008466,CS_11001491,Pln_51000003,2023-04-14,2025-03-05
SPD_201008467,CS_11007589,Pln_51000002,2024-04-18,2025-10-23
SPD_201008468,CS_11007896,Pln_51000002,2023-01-18,2024-11-03
SPD_201008469,CS_11008210,Pln_51000002,2023-03-12,2025-11-21
SPD_201008470,CS_11002486,Pln_51000003,2023-07-06,2025-04-19
SPD_201008471,CS_11008168,Pln_51000001,2024-07-03,2025-03-25
SPD_201008472,CS_11007457,Pln_51000003,2023-02-16,2024-07-20
SPD_201008473,CS_11001593,Pln_51000001,2024-09-15,2025-01-24
SPD_201008474,CS_11007900,Pln_51000001,2024-07-16,2025-12-18
SPD_201008475,CS_11009776,Pln_51000003,2024-07-28,2024-11-22
SPD_201008476,CS_11008413,Pln_51000001,2023-01-24,2025-11-07
SPD_201008477,CS_11005230,Pln_51000002,2024-04-09,2025-05-03
SPD_201008478,CS_11004371,Pln_51000003,2024-04-09,2025-12-24
SPD_201008479,CS_11000622,Pln_51000002,2024-05-13,2025-01-08
SPD_201008480,CS_11007684,Pln_51000003,2024-10-21,2025-09-16
SPD_201008481,CS_11003056,Pln_51000003,2024-12-21,2024-06-19
SPD_201008482,CS_11005927,Pln_51000003,2023-05-24,2025-08-02
SPD_201008483,CS_11008308,Pln_51000001,2023-05-30,2025-09-24
SPD_201008484,CS_11002903,Pln_51000001,2023-08-13,2024-03-08
SPD_201008485,CS_11006966,Pln_51000003,2023-11-29,2025-06-13
SPD_201008486,CS_11006386,Pln_51000002,2024-02-24,2025-03-21
SPD_201008487,CS_11004104,Pln_51000001,2024-03-04,2024-09-28
SPD_201008488,CS_11006131,Pln_51000002,2023-04-21,2025-05-26
SPD_201008489,CS_11001190,Pln_51000003,2023-09-30,2024-05-29
SPD_201008490,CS_11008043,Pln_51000003,2024-07-20,2025-10-07
SPD_201008491,CS_11003919,Pln_51000003,2023-08-26,2024-10-03
SPD_201008492,CS_11007740,Pln_51000003,2023-01-01,2025-04-18
SPD_201008493,CS_11003899,Pln_51000002,2024-11-17,2024-06-24
SPD_201008494,CS_11007260,Pln_51000002,2024-07-15,2024-05-31
SPD_201008495,CS_11003624,Pln_51000002,2023-12-14,2025-08-27
SPD_201008496,CS_11009796,Pln_51000003,2024-06-13,2025-10-11
SPD_201008497,CS_11008281,Pln_51000003,2024-08-31,2025-03-24
SPD_201008498,CS_11008324,Pln_51000002,2024-01-31,2025-04-10
SPD_201008499,CS_11001008,Pln_51000002,2024-04-15,2025-04-30
SPD_201008500,CS_11009609,Pln_51000001,2023-10-25,2025-04-11
SPD_201008501,CS_11004878,Pln_51000001,2023-10-21,2024-01-30
SPD_201008502,CS_11003371,Pln_51000002,2024-09-08,2025-07-20
SPD_201008503,CS_11001036,Pln_51000002,2023-01-11,2025-03-12
SPD_201008504,CS_11006479,Pln_51000001,2023-07-27,2025-10-17
SPD_201008505,CS_11008469,Pln_51000003,2024-01-04,2024-03-31
SPD_201008506,CS_11008883,Pln_51000001,2024-01-31,2025-12-19
SPD_201008507,CS_11001273,Pln_51000003,2023-01-09,2024-09-12
SPD_201008508,CS_11002109,Pln_51000001,2024-12-19,2025-10-27
SPD_201008509,CS_11004004,Pln_51000001,2023-10-22,2024-05-03
SPD_201008510,CS_11005853,Pln_51000001,2024-01-21,2025-04-10
SPD_201008511,CS_11000912,Pln_51000001,2024-02-27,2025-06-04
SPD_201008512,CS_11004889,Pln_51000001,2023-03-13,2024-09-17
SPD_201008513,CS_11002717,Pln_51000003,2023-05-17,2024-09-07
SPD_201008514,CS_11003267,Pln_51000002,2023-08-16,2025-05-27
SPD_201008515,CS_11001307,Pln_51000003,2024-10-23,2025-06-05
SPD_201008516,CS_11001151,Pln_51000002,2023-10-25,2024-05-16
SPD_201008517,CS_11009850,Pln_51000001,2023-02-28,2024-05-23
SPD_201008518,CS_11005721,Pln_51000002,2023-06-25,2025-08-28
SPD_201008519,CS_11003322,Pln_51000002,2024-07-25,2025-09-20
SPD_201008520,CS_11004069,Pln_51000003,2023-06-05,2024-02-04
SPD_201008521,CS_11008169,Pln_51000003,2024-02-27,2024-03-15
SPD_201008522,CS_11007909,Pln_51000001,2024-05-04,2024-04-18
SPD_201008523,CS_11002194,Pln_51000001,2023-11-16,2024-12-12
SPD_201008524,CS_11001437,Pln_51000003,2024-08-02,2024-06-11
SPD_201008525,CS_11002291,Pln_51000003,2023-09-04,2024-08-13
SPD_201008526,CS_11007024,Pln_51000001,2024-04-18,2025-07-18
SPD_201008527,CS_11008393,Pln_51000002,2024-02-23,2025-11-06
SPD_201008528,CS_11005458,Pln_51000003,2024-10-23,2024-06-02
SPD_201008529,CS_11005821,Pln_51000003,2024-09-13,2025-02-07
SPD_201008530,CS_11007036,Pln_51000002,2023-05-21,2024-06-08
SPD_201008531,CS_11003460,Pln_51000002,2024-10-04,2024-04-17
SPD_201008532,CS_11006340,Pln_51000001,2024-01-06,2025-09-08
SPD_201008533,CS_11006818,Pln_51000001,2023-04-19,2024-09-06
SPD_201008534,CS_11008582,Pln_51000003,2024-02-28,2025-07-24
SPD_201008535,CS_11008491,Pln_51000003,2023-08-03,2025-02-06
SPD_201008536,CS_11006951,Pln_51000002,2024-02-05,2025-10-20
SPD_201008537,CS_11004198,Pln_51000003,2024-08-03,2024-01-04
SPD_201008538,CS_11009254,Pln_51000001,2024-02-18,2025-01-30
SPD_201008539,CS_11004889,Pln_51000002,2024-11-22,2025-05-23
SPD_201008540,CS_11008948,Pln_51000003,2023-07-07,2025-02-22
SPD_201008541,CS_11006654,Pln_51000001,2024-11-24,2025-07-17
SPD_201008542,CS_11004829,Pln_51000002,2024-01-09,2024-06-22
SPD_201008543,CS_11005287,Pln_51000003,2024-04-15,2025-01-29
SPD_201008544,CS_11006719,Pln_51000001,2023-07-14,2025-05-27
SPD_201008545,CS_11006578,Pln_51000003,2024-05-18,2025-07-10
SPD_201008546,CS_11002886,Pln_51000003,2024-07-12,2024-02-16
SPD_201008547,CS_11002884,Pln_51000002,2024-04-17,2024-08-08
SPD_201008548,CS_11007861,Pln_51000002,2023-05-16,2025-02-04
SPD_201008549,CS_11001161,Pln_51000002,2024-06-22,2024-03-03
SPD_201008550,CS_11005064,Pln_51000003,2023-09-09,2025-01-20
SPD_201008551,CS_11007760,Pln_51000002,2024-12-07,2025-09-11
SPD_201008552,CS_11009154,Pln_51000003,2023-12-07,2025-05-29
SPD_201008553,CS_11000704,Pln_51000001,2023-01-11,2025-03-10
SPD_201008554,CS_11009220,Pln_51000003,2024-05-25,2025-06-14
SPD_201008555,CS_11004690,Pln_51000002,2023-05-01,2024-05-27
SPD_201008556,CS_11001820,Pln_51000002,2023-04-25,2025-02-22
SPD_201008557,CS_11000231,Pln_51000001,2024-02-26,2025-11-27
SPD_201008558,CS_11003174,Pln_51000003,2024-04-09,2024-10-15
SPD_201008559,CS_11001016,Pln_51000001,2023-01-10,2024-12-19
SPD_201008560,CS_11001698,Pln_51000001,2024-07-17,2024-03-28
SPD_201008561,CS_11004265,Pln_51000003,2024-11-19,2024-06-19
SPD_201008562,CS_11005399,Pln_51000002,2024-03-08,2025-01-24
SPD_201008563,CS_11006915,Pln_51000003,2023-08-10,2024-12-08
SPD_201008564,CS_11005890,Pln_51000002,2023-09-26,2025-10-10
SPD_201008565,CS_11006897,Pln_51000001,2023-12-24,2024-03-12
SPD_201008566,CS_11007482,Pln_51000003,2023-04-14,2024-12-08
SPD_201008567,CS_11000666,Pln_51000001,2023-07-08,2024-06-10
SPD_201008568,CS_11009906,Pln_51000001,2024-08-21,2025-03-13
SPD_201008569,CS_11008594,Pln_51000001,2024-10-05,2024-05-17
SPD_201008570,CS_11001878,Pln_51000002,2024-09-16,2025-08-30
SPD_201008571,CS_11009143,Pln_51000002,2023-07-13,2025-06-01
SPD_201008572,CS_11001471,Pln_51000001,2023-01-18,2024-04-08
SPD_201008573,CS_11009290,Pln_51000001,2023-05-22,2025-06-09
SPD_201008574,CS_11005433,Pln_51000002,2024-07-13,2025-04-05
SPD_201008575,CS_11004631,Pln_51000001,2024-06-16,2025-11-09
SPD_201008576,CS_11003821,Pln_51000002,2024-01-30,2024-07-09
SPD_201008577,CS_11000015,Pln_51000003,2023-05-19,2024-06-20
SPD_201008578,CS_11005961,Pln_51000003,2023-01-04,2025-01-06
SPD_201008579,CS_11006688,Pln_51000002,2023-04-28,2025-12-19
SPD_201008580,CS_11004483,Pln_51000002,2024-06-16,2024-06-26
SPD_201008581,CS_11000133,Pln_51000003,2024-04-29,2025-02-07
SPD_201008582,CS_11008873,Pln_51000001,2023-09-07,2025-12-04
SPD_201008583,CS_11002707,Pln_51000001,2023-06-27,2025-03-24
SPD_201008584,CS_11003417,Pln_51000003,2023-09-26,2025-02-11
SPD_201008585,CS_11000718,Pln_51000003,2023-05-17,2025-12-22
SPD_201008586,CS_11004743,Pln_51000003,2023-02-06,2025-08-07
SPD_201008587,CS_11007165,Pln_51000002,2024-01-25,2024-04-22
SPD_201008588,CS_11009768,Pln_51000003,2023-01-01,2025-08-21
SPD_201008589,CS_11009566,Pln_51000003,2023-09-26,2024-02-28
SPD_201008590,CS_11001987,Pln_51000002,2023-09-26,2025-02-01
SPD_201008591,CS_11007037,Pln_51000001,2023-07-28,2025-04-09
SPD_201008592,CS_11003226,Pln_51000001,2024-04-24,2025-05-23
SPD_201008593,CS_11002647,Pln_51000001,2024-12-22,2024-12-10
SPD_201008594,CS_11006652,Pln_51000001,2023-06-29,2025-09-20
SPD_201008595,CS_11001317,Pln_51000002,2023-05-30,2025-03-04
SPD_201008596,CS_11002468,Pln_51000003,2024-05-07,2025-05-09
SPD_201008597,CS_11008874,Pln_51000002,2023-09-21,2025-09-09
SPD_201008598,CS_11007427,Pln_51000002,2023-09-01,2025-12-24
SPD_201008599,CS_11000685,Pln_51000001,2023-06-06,2024-04-06
SPD_201008600,CS_11003734,Pln_51000002,2023-11-21,2024-11-27
SPD_201008601,CS_11001930,Pln_51000003,2023-01-01,2025-03-07
SPD_201008602,CS_11005796,Pln_51000001,2023-02-06,2024-03-23
SPD_201008603,CS_11006236,Pln_51000001,2024-07-06,2024-08-10
SPD_201008604,CS_11003053,Pln_51000001,2023-01-28,2025-04-26
SPD_201008605,CS_11007131,Pln_51000001,2023-11-23,2025-11-25
SPD_201008606,CS_11001235,Pln_51000001,2024-11-13,2025-05-10
SPD_201008607,CS_11000354,Pln_51000002,2024-11-16,2024-12-30
SPD_201008608,CS_11000124,Pln_51000001,2024-03-02,2024-09-10
SPD_201008609,CS_11005131,Pln_51000003,2024-08-20,2025-02-25
SPD_201008610,CS_11001342,Pln_51000001,2023-09-14,2025-05-29
SPD_201008611,CS_11007073,Pln_51000002,2024-06-20,2025-08-16
SPD_201008612,CS_11003139,Pln_51000003,2023-06-19,2024-07-01
SPD_201008613,CS_11002137,Pln_51000003,2024-02-23,2024-02-05
SPD_201008614,CS_11007563,Pln_51000001,2023-05-14,2025-05-26
SPD_201008615,CS_11001271,Pln_51000001,2023-11-20,2024-05-31
SPD_201008616,CS_11006799,Pln_51000001,2023-06-02,2025-06-29
SPD_201008617,CS_11005145,Pln_51000003,2024-12-04,2024-03-20
SPD_201008618,CS_11003924,Pln_51000001,2023-05-31,2024-01-11
SPD_201008619,CS_11008395,Pln_51000001,2023-04-17,2024-09-22
SPD_201008620,CS_11003477,Pln_51000001,2023-09-15,2025-01-25
SPD_201008621,CS_11001121,Pln_51000003,2024-04-21,2024-12-06
SPD_201008622,CS_11007774,Pln_51000001,2023-11-04,2025-09-10
SPD_201008623,CS_11005407,Pln_51000002,2024-07-02,2025-12-18
SPD_201008624,CS_11007206,Pln_51000003,2024-03-05,2025-03-17
SPD_201008625,CS_11009302,Pln_51000002,2024-03-11,2025-04-30
SPD_201008626,CS_11001116,Pln_51000003,2023-06-19,2024-08-04
SPD_201008627,CS_11000361,Pln_51000003,2024-05-12,2025-12-23
SPD_201008628,CS_11005041,Pln_51000002,2023-02-01,2025-01-22
SPD_201008629,CS_11004321,Pln_51000001,2024-05-07,2025-09-19
SPD_201008630,CS_11000661,Pln_51000002,2024-01-29,2024-07-10
SPD_201008631,CS_11004494,Pln_51000001,2024-11-01,2025-02-14
SPD_201008632,CS_11006333,Pln_51000002,2024-03-26,2024-02-01
SPD_201008633,CS_11006247,Pln_51000003,2024-11-17,2025-03-14
SPD_201008634,CS_11007668,Pln_51000001,2024-05-28,2025-04-06
SPD_201008635,CS_11003239,Pln_51000001,2024-07-24,2024-07-03
SPD_201008636,CS_11007811,Pln_51000001,2023-05-04,2025-04-23
SPD_201008637,CS_11009835,Pln_51000003,2023-07-23,2024-06-30
SPD_201008638,CS_11008966,Pln_51000001,2024-10-01,2024-01-14
SPD_201008639,CS_11007890,Pln_51000003,2024-07-14,2024-08-24
SPD_201008640,CS_11002422,Pln_51000002,2024-05-10,2024-02-03
SPD_201008641,CS_11009799,Pln_51000002,2023-01-23,2025-10-03
SPD_201008642,CS_11004402,Pln_51000003,2023-11-18,2024-01-01
SPD_201008643,CS_11004067,Pln_51000003,2024-09-14,2025-08-10
SPD_201008644,CS_11009178,Pln_51000003,2024-11-29,2025-01-22
SPD_201008645,CS_11005586,Pln_51000002,2024-04-22,2024-10-01
SPD_201008646,CS_11006636,Pln_51000003,2023-08-13,2024-01-02
SPD_201008647,CS_11005069,Pln_51000002,2023-02-04,2025-08-31
SPD_201008648,CS_11005709,Pln_51000001,2023-01-16,2025-09-25
SPD_201008649,CS_11008382,Pln_51000003,2024-11-05,2025-10-17
SPD_201008650,CS_11001469,Pln_51000001,2023-10-03,2025-03-18
SPD_201008651,CS_11005548,Pln_51000003,2023-01-11,2024-02-13
SPD_201008652,CS_11009079,Pln_51000001,2024-05-28,2025-09-23
SPD_201008653,CS_11009947,Pln_51000003,2024-09-14,2025-06-05
SPD_201008654,CS_11002943,Pln_51000003,2024-12-27,2025-06-03
SPD_201008655,CS_11005183,Pln_51000001,2023-02-25,2024-05-28
SPD_201008656,CS_11009782,Pln_51000002,2023-01-23,2024-05-20
SPD_201008657,CS_11002571,Pln_51000002,2023-06-08,2025-04-21
SPD_201008658,CS_11006186,Pln_51000001,2024-08-22,2024-02-01
SPD_201008659,CS_11004496,Pln_51000002,2024-05-17,2025-10-16
SPD_201008660,CS_11003035,Pln_51000003,2023-08-10,2024-04-24
SPD_201008661,CS_11005204,Pln_51000003,2024-08-21,2024-12-01
SPD_201008662,CS_11000888,Pln_51000003,2024-09-21,2024-08-01
SPD_201008663,CS_11003960,Pln_51000002,2024-01-11,2024-01-06
SPD_201008664,CS_11009817,Pln_51000003,2024-05-22,2024-02-25
SPD_201008665,CS_11008640,Pln_51000002,2023-08-28,2025-08-13
SPD_201008666,CS_11008832,Pln_51000002,2023-01-26,2024-02-25
SPD_201008667,CS_11001126,Pln_51000003,2023-06-24,2024-04-17
SPD_201008668,CS_11003548,Pln_51000003,2024-10-05,2025-03-10
SPD_201008669,CS_11000485,Pln_51000003,2024-01-22,2024-02-23
SPD_201008670,CS_11000510,Pln_51000001,2023-03-25,2025-08-26
SPD_201008671,CS_11003981,Pln_51000001,2023-03-28,2025-12-27
SPD_201008672,CS_11009508,Pln_51000002,2024-08-03,2024-09-08
SPD_201008673,CS_11008783,Pln_51000001,2024-03-29,2025-01-31
SPD_201008674,CS_11004927,Pln_51000003,2024-11-15,2025-05-09
SPD_201008675,CS_11009362,Pln_51000003,2024-12-21,2024-01-01
SPD_201008676,CS_11004162,Pln_51000003,2023-06-27,2024-11-14
SPD_201008677,CS_11000073,Pln_51000002,2023-08-25,2024-01-06
SPD_201008678,CS_11004706,Pln_51000002,2023-01-27,2025-03-17
SPD_201008679,CS_11006790,Pln_51000002,2024-01-25,2025-05-26
SPD_201008680,CS_11006440,Pln_51000001,2023-12-07,2024-08-28
SPD_201008681,CS_11005860,Pln_51000003,2023-08-08,2025-03-02
SPD_201008682,CS_11004606,Pln_51000003,2024-01-09,2024-02-19
SPD_201008683,CS_11004810,Pln_51000001,2024-03-05,2025-04-16
SPD_201008684,CS_11003392,Pln_51000001,2024-02-05,2024-03-07
SPD_201008685,CS_11007676,Pln_51000002,2023-10-30,2025-01-23
SPD_201008686,CS_11002342,Pln_51000002,2023-03-20,2025-02-02
SPD_201008687,CS_11006703,Pln_51000002,2024-07-03,2025-01-16
SPD_201008688,CS_11000186,Pln_51000002,2023-06-12,2024-01-19
SPD_201008689,CS_11002233,Pln_51000003,2024-11-08,2025-07-19
SPD_201008690,CS_11004738,Pln_51000003,2023-11-05,2025-06-30
SPD_201008691,CS_11001818,Pln_51000003,2023-09-11,2024-01-05
SPD_201008692,CS_11003583,Pln_51000002,2023-12-06,2025-03-22
SPD_201008693,CS_11004880,Pln_51000002,2023-03-13,2025-08-24
SPD_201008694,CS_11005469,Pln_51000001,2024-07-04,2025-10-28
SPD_201008695,CS_11007843,Pln_51000002,2023-06-11,2024-11-06
SPD_201008696,CS_11006273,Pln_51000002,2024-02-05,2024-08-13
SPD_201008697,CS_11006968,Pln_51000003,2023-11-24,2024-05-24
SPD_201008698,CS_11001067,Pln_51000002,2023-02-13,2025-08-11
SPD_201008699,CS_11009170,Pln_51000002,2023-12-25,2024-06-02
SPD_201008700,CS_11007099,Pln_51000003,2024-05-02,2024-08-29
SPD_201008701,CS_11005752,Pln_51000003,2024-07-18,2024-01-18
SPD_201008702,CS_11007162,Pln_51000001,2024-06-09,2025-02-22
SPD_201008703,CS_11006651,Pln_51000003,2024-09-11,2025-07-12
SPD_201008704,CS_11007096,Pln_51000003,2023-04-29,2024-04-13
SPD_201008705,CS_11000765,Pln_51000002,2023-06-25,2025-04-08
SPD_201008706,CS_11002217,Pln_51000003,2023-11-28,2024-08-04
SPD_201008707,CS_11000882,Pln_51000001,2023-09-24,2024-05-01
SPD_201008708,CS_11001382,Pln_51000003,2023-11-30,2025-03-17
